league,id,team,code,city,stadium,coach,owner,established,logo
NCAAF,618,Rensselaer,,,,,,,https://media.api-sports.io/american-football/teams/618.png
NCAAF,620,Virginia State,,,,,,,https://media.api-sports.io/american-football/teams/620.png
NCAAF,622,Livingstone,,,,,,,https://media.api-sports.io/american-football/teams/622.png
NCAAF,623,Buena Vista,,,,,,,https://media.api-sports.io/american-football/teams/623.png
NCAAF,624,Coe College,,,,,,,https://media.api-sports.io/american-football/teams/624.png
NCAAF,625,Bluffton,,,,,,,https://media.api-sports.io/american-football/teams/625.png
NCAAF,626,Adrian,,,,,,,https://media.api-sports.io/american-football/teams/626.png
NCAAF,627,Anderson (IN),,,,,,,https://media.api-sports.io/american-football/teams/627.png
NCAAF,628,Alma College,,,,,,,https://media.api-sports.io/american-football/teams/628.png
NCAAF,630,Wayne State (MI),,,,,,,https://media.api-sports.io/american-football/teams/630.png
